Trace_Number,Case_Number,time:timestamp,concept:name,vehicleClass,totalPaymentAmount,lifecycle:transition,dismissal,article,points,expense,notificationType,lastSent,paymentAmount,amount,org:resource
A11584,1,2007-04-19T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11587,0,2007-04-21T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A11587,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11587,2,2007-08-11T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11587,3,2007-10-08T00:00:00+02:00,Insert Date Appeal to Prefecture,,,complete,,,,,,,,,
A11587,4,2007-10-10T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11587,5,2011-12-25T00:00:00+01:00,Send Appeal to Prefecture,,,complete,NIL,,,,,,,,
A11588,0,2007-04-21T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A11588,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11588,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11588,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11588,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11589,0,2007-04-21T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A11589,1,2007-05-21T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A1159,0,2006-08-15T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1159,1,2006-08-18T00:00:00+02:00,Payment,,35.0,complete,,,,,,,35.0,,
A11590,0,2007-04-21T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A11590,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11590,2,2007-07-24T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11590,3,2007-09-22T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11590,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11592,0,2007-04-21T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A11592,1,2007-05-02T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11593,0,2007-04-21T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A11593,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11593,2,2007-08-10T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11593,3,2007-10-09T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11593,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11598,0,2007-04-22T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A11598,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11598,2,2007-08-19T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11598,3,2007-10-18T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11598,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11599,0,2007-04-22T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A11599,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11599,2,2007-08-10T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11599,3,2007-10-09T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11599,4,2008-09-11T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A11601,0,2007-04-11T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11601,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11601,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11601,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11601,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11602,0,2007-04-11T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11602,1,2007-04-17T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11605,0,2007-04-11T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,537
A11605,1,2007-05-04T00:00:00+02:00,Payment,,22.0,complete,,,,,,,22.0,,
A11606,0,2007-04-11T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11606,1,2007-04-16T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11608,0,2007-04-16T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11608,1,2007-04-23T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A1161,0,2006-08-15T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,35.0,557
A1161,1,2006-12-12T00:00:00+01:00,Payment,,35.0,complete,,,,,,,35.0,,
A1161,2,2006-12-14T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A1161,3,2006-12-30T00:00:00+01:00,Payment,,46.0,complete,,,,,,,11.0,,
A11611,0,2007-04-16T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11611,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11612,0,2007-04-16T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11612,1,2007-04-18T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11613,0,2007-04-17T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11613,1,2007-04-21T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11614,0,2007-04-17T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11614,1,2008-01-18T00:00:00+01:00,Send Fine,,,complete,,,,18.6,,,,,
A11616,0,2007-04-17T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11616,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11616,2,2007-08-10T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11616,3,2007-09-28T00:00:00+02:00,Insert Date Appeal to Prefecture,,,complete,,,,,,,,,
A11616,4,2007-10-09T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11616,5,2007-10-30T00:00:00+01:00,Send Appeal to Prefecture,,,complete,#,,,,,,,,
A11617,0,2007-04-17T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,537
A11617,1,2007-04-19T00:00:00+02:00,Payment,,22.0,complete,,,,,,,22.0,,
A11618,0,2007-04-17T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11618,1,2007-04-19T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11619,0,2007-04-17T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11619,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11619,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11619,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11619,4,2009-01-14T00:00:00+01:00,Payment,,87.0,complete,,,,,,,87.0,,
A11620,0,2007-04-17T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11620,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11620,2,2007-08-10T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11620,3,2007-10-09T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11620,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11621,0,2007-04-17T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11621,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11621,2,2007-08-11T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11621,3,2007-10-10T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11621,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11622,0,2007-04-17T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11622,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11623,0,2007-04-17T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,537
A11623,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11623,2,2007-08-19T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11623,3,2007-10-18T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A11623,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11624,0,2007-04-17T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,537
A11624,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11624,2,2007-07-25T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11624,3,2007-09-23T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A11624,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11626,0,2007-04-20T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11626,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11626,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11626,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11626,4,2008-10-03T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A11627,0,2007-04-20T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11627,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11627,2,2007-08-10T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11627,3,2007-10-09T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11627,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11628,0,2007-04-20T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11628,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11629,0,2007-04-20T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11629,1,2007-04-23T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A1163,0,2006-08-15T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1163,1,2006-12-14T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A1163,2,2006-12-22T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A1163,3,2007-02-20T00:00:00+01:00,Add penalty,,,complete,,,,,,,,71.5,
A1163,4,2007-02-26T00:00:00+01:00,Payment,,46.0,complete,,,,,,,46.0,,
A1163,5,2007-04-11T00:00:00+02:00,Payment,,82.5,complete,,,,,,,36.5,,
A11631,0,2007-04-23T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11631,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11631,2,2007-07-29T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11631,3,2007-09-27T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11631,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11632,0,2007-04-23T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11632,1,2007-04-26T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11633,0,2007-04-23T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11633,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11633,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11633,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11633,4,2007-10-08T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A11634,0,2007-04-24T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11634,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11634,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11634,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11634,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11635,0,2007-04-24T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11635,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11636,0,2007-04-24T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11636,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11636,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11636,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11636,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11637,0,2007-04-24T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11637,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A1164,0,2006-08-15T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1164,1,2006-08-18T00:00:00+02:00,Payment,,35.0,complete,,,,,,,35.0,,
A11642,0,2007-04-25T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,537
A11642,1,2007-04-27T00:00:00+02:00,Payment,,22.0,complete,,,,,,,22.0,,
A11643,0,2007-04-25T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11643,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11643,2,2007-08-20T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11643,3,2007-10-19T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11643,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11644,0,2007-04-25T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11644,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11644,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11644,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11644,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11645,0,2007-04-25T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11645,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11646,0,2007-04-25T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11646,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11647,0,2007-04-28T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11647,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11647,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11647,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11647,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11648,0,2007-04-28T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11648,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11648,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11648,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11648,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A1165,0,2006-08-16T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1165,1,2006-08-16T00:00:00+02:00,Payment,,35.0,complete,,,,,,,35.0,,
A11654,0,2007-04-30T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11654,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11656,0,2007-04-30T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11656,1,2007-05-05T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11657,0,2007-04-30T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11657,1,2007-05-05T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11658,0,2007-04-30T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11658,1,2007-05-28T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11659,0,2007-05-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11659,1,2007-05-07T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11660,0,2007-05-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11660,1,2007-05-08T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11661,0,2007-05-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11661,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11661,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11661,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11661,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11663,0,2007-05-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11663,1,2007-05-07T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11664,0,2007-05-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11664,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11664,2,2007-07-24T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11664,3,2007-09-22T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11664,4,2007-09-24T00:00:00+02:00,Payment,,49.0,complete,,,,,,,49.0,,
A11665,0,2007-05-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11665,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11665,2,2007-08-19T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11665,3,2007-10-18T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11665,4,2008-10-10T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A11667,0,2007-05-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11667,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11667,2,2007-08-10T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11667,3,2007-10-09T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11667,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11668,0,2007-05-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11668,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A1167,0,2006-08-16T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1167,1,2006-12-14T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A11672,0,2007-05-02T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11672,1,2007-08-20T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11673,0,2007-05-04T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11673,1,2007-08-20T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11673,2,2007-09-26T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11673,3,2007-11-25T00:00:00+01:00,Add penalty,,,complete,,,,,,,,74.0,
A11673,4,2007-11-26T00:00:00+01:00,Payment,,49.0,complete,,,,,,,49.0,,
A11676,0,2007-05-04T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11676,1,2007-08-20T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11678,0,2007-05-04T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11678,1,2007-08-20T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11678,2,2007-08-28T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11678,3,2007-10-27T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11678,4,2007-10-30T00:00:00+01:00,Payment,,49.0,complete,,,,,,,49.0,,
A11680,0,2007-05-05T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11680,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11681,0,2007-05-05T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11681,1,2007-05-11T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11683,0,2007-05-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11683,1,2007-05-08T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11684,0,2007-05-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11684,1,2007-08-20T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11685,0,2007-05-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11685,1,2007-05-10T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11687,0,2007-05-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11687,1,2007-08-20T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A1169,0,2006-08-16T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1169,1,2006-12-14T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A1169,2,2006-12-23T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A1169,3,2007-02-21T00:00:00+01:00,Add penalty,,,complete,,,,,,,,71.5,
A1169,4,2008-10-06T00:00:00+02:00,Payment,,82.5,complete,,,,,,,82.5,,
A11691,0,2007-05-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11691,1,2007-05-06T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11693,0,2007-05-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11693,1,2007-08-20T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11693,2,2007-08-28T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11693,3,2007-10-27T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11693,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11696,0,2007-05-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11696,1,2007-05-09T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11697,0,2007-05-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11697,1,2007-08-20T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11697,2,2007-08-29T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11697,3,2007-10-28T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11697,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A11699,0,2007-05-07T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A11699,1,2007-08-20T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11699,2,2007-09-07T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11699,3,2007-11-06T00:00:00+01:00,Add penalty,,,complete,,,,,,,,74.0,
A11699,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A117,0,2006-08-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,541
A117,1,2006-08-31T00:00:00+02:00,Payment,,35.0,complete,,,,,,,35.0,,
A11701,0,2007-04-23T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,550
A11701,1,2007-04-27T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A11702,0,2007-04-23T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,550
A11702,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11702,2,2007-07-24T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11702,3,2007-09-22T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A11702,4,2008-09-01T00:00:00+02:00,Payment,,57.0,complete,,,,,,,57.0,,
A11703,0,2007-04-23T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,550
A11703,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A11703,2,2007-07-26T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A11703,3,2007-09-24T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A11703,4,2008-09-02T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A11704,0,2007-04-24T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,550
A11704,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
